Unnamed: 0,rir_file,MAT_c,c_125Hz,c_250Hz,c_500Hz,c_1kHz,c_2kHz,c_4kHz,MAT_f,f_125Hz,f_250Hz,f_500Hz,f_1kHz,f_2kHz,f_4kHz,MAT_e,e_125Hz,e_250Hz,e_500Hz,e_1kHz,e_2kHz,e_4kHz,MAT_w,w_125Hz,w_250Hz,w_500Hz,w_1kHz,w_2kHz,w_4kHz,MAT_n,n_125Hz,n_250Hz,n_500Hz,n_1kHz,n_2kHz,n_4kHz,MAT_s,s_125Hz,s_250Hz,s_500Hz,s_1kHz,s_2kHz,s_4kHz,room_x,room_y,room_z,source_x,source_y,source_z,micro_x,micro_y,micro_z
2008,./data/rir_clips/rir_room_train_2008.wav,blinds_open,0.03,0.06,0.13,0.28,0.49,0.56,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,3.867374839350872,1.8357557092424093,3.031083971246281,1.1180781761200418,1.2356919027032731,0.9509140283379086,2.2121992308278298,1.0026362165944134,1.8389371899410984
8765,./data/rir_clips/rir_room_train_8765.wav,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,carpet_hairy,0.11,0.14,0.37,0.43,0.27,0.25,curtains_fabric_folded,0.12,0.6,0.98,1.0,1.0,1.0,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,12.89380140000644,3.1987147452777007,3.370960974869657,0.5119007559933902,2.434993611941084,1.200888516266049,5.50716415357456,0.8561545458970076,1.9371347147428395
682,./data/rir_clips/rir_room_train_682.wav,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,8.924224502618104,5.1075695181225065,2.896389209191274,1.3466352306999003,2.9795540328309125,1.5098430004097498,1.6774780597225851,1.8079330408797492,0.7888839124042778
3895,./data/rir_clips/rir_room_train_3895.wav,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,curtains_glass_mat,0.03,0.03,0.15,0.4,0.5,0.5,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,16.766097073489924,3.3115390481590543,3.10518158448493,4.189246660070412,0.5193389125686012,1.6036633981504718,12.017042589849838,2.6730073813410264,1.760958388926522
7484,./data/rir_clips/rir_room_train_7484.wav,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,hanging_absorber_panels_2,0.2,0.3,0.6,0.75,0.7,0.7,brick_wall_rough,0.03,0.03,0.03,0.04,0.05,0.07,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,7.693084900730026,7.752625002129044,2.795425527206893,0.7428807794983621,2.680779618411718,1.831483814604734,4.482509286473151,6.778411388341396,1.192915390552471
7662,./data/rir_clips/rir_room_train_7662.wav,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,16.08947574383876,5.046727431535584,3.3679520218355874,12.395787659382018,3.469799990387946,1.5051229391761662,7.193315788522455,3.4168018769596182,1.2542592506447796
4291,./data/rir_clips/rir_room_train_4291.wav,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,3.4153956321516348,4.252979954357633,3.000886940753482,2.837702224746504,1.3988548351671746,2.1387823263211097,1.739009028586795,1.9186865721430832,0.6821055990894422
57,./data/rir_clips/rir_room_train_57.wav,carpet_tufted_9m,0.08,0.08,0.3,0.6,0.75,0.8,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,14.194844144622868,1.975448251987001,2.8725534985295416,11.27281436893742,0.6724865363180517,2.3444288844088828,4.119131161885084,1.1825764381664357,1.936589825918546
10908,./data/rir_clips/rir_room_train_10908.wav,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,18.13698040234226,7.932738823940718,3.242426660203474,12.70738427477574,6.708415432814683,0.6601322741749394,4.455625504373038,0.612418241437944,1.362128759526322
2399,./data/rir_clips/rir_room_train_2399.wav,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,17.668300969667975,7.313173111180168,2.569711808127411,10.569281456185417,1.594900276520704,1.5512610008169698,15.881715180175322,1.0375670564888293,1.0672747526369748
11722,./data/rir_clips/rir_room_train_11722.wav,curtains_densely_woven,0.06,0.1,0.38,0.63,0.7,0.73,carpet_hairy,0.11,0.14,0.37,0.43,0.27,0.25,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,acoustical_plaster_25mm,0.17,0.36,0.66,0.65,0.62,0.68,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,10.531338216390784,6.697320028735312,3.835762770056937,6.309030031834467,1.235277358346467,2.6991679390175665,1.2608746877653816,5.657911580309374,2.355272189004407
11546,./data/rir_clips/rir_room_train_11546.wav,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,18.405451024969537,9.655435582108238,3.4609681386786386,5.946376266799603,6.987192039035362,1.7273140394125963,11.315095995879712,2.898401683486109,2.8103697002677177
7383,./data/rir_clips/rir_room_train_7383.wav,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,2.1191013147810582,3.8543494979467177,2.554749570266445,0.7450016957566103,3.127117017952158,1.7296079019905652,1.428244689098632,1.3798963926247352,1.0986563312916748
6077,./data/rir_clips/rir_room_train_6077.wav,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,15.862401428953143,9.172421342743045,2.5553132292333878,8.651012800080608,6.6165575342531655,0.6296151302832513,14.877443392998655,1.526852599125735,0.657247123363092
6730,./data/rir_clips/rir_room_train_6730.wav,ceiling_fibre_abosrber,0.48,0.97,1.0,0.97,1.0,1.0,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,lead_glazing,0.3,0.2,0.14,0.1,0.05,0.05,14.688279235833042,7.289952012871228,3.956174415942181,10.62980126977386,1.1289678163097032,1.742484096939398,14.08024751483268,2.4233298718776903,1.4132534353189277
1468,./data/rir_clips/rir_room_train_1468.wav,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,perforated_veneered_chipboard,0.41,0.67,0.58,0.59,0.68,0.35,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,curtains_fabric_folded,0.12,0.6,0.98,1.0,1.0,1.0,8.033721950175199,9.503671544808036,3.619593900222011,2.6426371699966302,1.338043083475592,2.6928170048286053,4.070507298066004,7.236316806090382,0.6035483064840467
1416,./data/rir_clips/rir_room_train_1416.wav,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,18.29620366862853,8.627501564871514,2.642651807342824,11.41036626622646,3.708155935734638,0.7822853108680744,17.55168964479786,1.7698282915976455,1.8885294796220444
8014,./data/rir_clips/rir_room_train_8014.wav,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,11.404425471277598,5.637912362920973,2.5849552324534404,8.19966247738779,3.6347767621823945,2.076301032852352,4.095114776063117,3.6649399055844873,0.6003257518083607
2358,./data/rir_clips/rir_room_train_2358.wav,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,lead_glazing,0.3,0.2,0.14,0.1,0.05,0.05,carpet_tufted_9m,0.08,0.08,0.3,0.6,0.75,0.8,1.7976139803101,1.8194942757568653,2.824101185178934,0.5767734309792354,0.7879963052488758,1.3948703075164637,1.2893777300643268,0.9361004901016298,0.6379937653661769
6867,./data/rir_clips/rir_room_train_6867.wav,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,mineral_wool_50mm_70kgm3,0.7,0.45,0.65,0.6,0.75,0.65,brick_wall_rough,0.03,0.03,0.03,0.04,0.05,0.07,6.176320653096635,8.805411739729788,3.066402472088536,1.8451031446876731,5.490028636176404,1.047051873233607,5.236613564963069,3.056674186025523,0.883611982916862
4619,./data/rir_clips/rir_room_train_4619.wav,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,ceiling_melamine_foam,0.12,0.33,0.83,0.97,0.98,0.95,7.508493333035766,1.828970009210744,3.9610904657151766,2.260053583719525,1.3008208804042911,1.6638960123312432,2.855628294314936,0.5184729091209023,1.323362530924061
10423,./data/rir_clips/rir_room_train_10423.wav,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,linoleum_on_concrete,0.02,0.03,0.03,0.03,0.03,0.02,9.647909797179258,9.936223730803912,3.886183181565923,6.272820009072037,6.670601945041287,1.800289459955991,7.453243436882729,9.271660774985174,1.0458621746749794
10166,./data/rir_clips/rir_room_train_10166.wav,linoleum_on_concrete,0.02,0.03,0.03,0.03,0.03,0.02,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,acoustical_plaster_25mm,0.17,0.36,0.66,0.65,0.62,0.68,9.25994285965799,3.2376031662987304,3.565675404223798,2.96878296049537,2.263659750356592,0.9089613866743564,7.373196230135933,1.7664595292981686,1.4016885225557
9173,./data/rir_clips/rir_room_train_9173.wav,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,17.035175318237567,7.908654695498865,3.560683805076829,6.339906188400067,2.754599735145131,1.3262706163932825,9.64691288452388,4.854851790781063,1.2003733766997544
3869,./data/rir_clips/rir_room_train_3869.wav,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,1.5541426046234914,2.544873167486273,2.994793348273205,0.9276261555490568,1.3227829114013072,1.7599810115488692,0.6158381438997432,1.64081415196333,0.5751571050470329
11503,./data/rir_clips/rir_room_train_11503.wav,concrete_floor,0.01,0.03,0.05,0.02,0.02,0.02,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,perforated_veneered_chipboard,0.41,0.67,0.58,0.59,0.68,0.35,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,18.91234907783215,4.04998581019222,3.586680586329904,11.692433415494532,1.4147501217149787,1.6737244898326928,6.312920053556958,2.805972774104349,1.7666486460882318
4281,./data/rir_clips/rir_room_train_4281.wav,glass_window,0.1,0.05,0.04,0.03,0.03,0.03,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,13.08251445460742,5.81194846066634,2.959283574919719,11.42107702539659,1.6322175680592688,1.2274258176021182,4.865263501324558,4.890324150667088,1.7691219879327555
6216,./data/rir_clips/rir_room_train_6216.wav,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,3.54214008814048,9.680538250946544,3.111001655775233,2.5332701239346167,2.7297803788070323,2.5140959006206773,0.8685154146495699,2.330951902019509,0.982727692819056
8464,./data/rir_clips/rir_room_train_8464.wav,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,glass_window,0.1,0.05,0.04,0.03,0.03,0.03,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,12.087873362720412,8.612571033434087,3.5564859794511405,7.372454901667035,2.325958157383628,1.2954650162254724,7.184066336989864,4.188431489794227,1.248270087019756
9452,./data/rir_clips/rir_room_train_9452.wav,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,ceiling_metal_panel,0.59,0.8,0.82,0.65,0.27,0.23,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,mineral_wool_50mm_70kgm3,0.7,0.45,0.65,0.6,0.75,0.65,9.085231245404229,4.725222576519095,2.659454020957652,7.224386443743104,3.625359351427925,1.3555229304489864,8.147118729396652,1.101424338594826,1.8911990910257244
1055,./data/rir_clips/rir_room_train_1055.wav,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,facing_brick,0.04,0.14,0.49,0.35,0.31,0.36,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,12.196159681920864,5.194985466590391,2.9048115641646053,2.090278717067417,4.238173402543106,0.9592782076938268,10.598317590724127,3.3106392578090054,1.3101261912881834
2281,./data/rir_clips/rir_room_train_2281.wav,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,12.912833303964838,3.390014288329806,2.6103508227317125,6.771804960189198,2.298241727849385,0.56287469032278,2.6084186389994537,2.3452039934419573,0.8142808511326738
9295,./data/rir_clips/rir_room_train_9295.wav,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,hanging_absorber_panels_2,0.2,0.3,0.6,0.75,0.7,0.7,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,14.936591512239229,3.4427426091898834,3.862205997921375,4.610244117931732,1.2526915842488529,3.034755813049028,1.119427368655218,0.6544358090025979,0.7669759073696572
1924,./data/rir_clips/rir_room_train_1924.wav,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,glass_window,0.1,0.05,0.04,0.03,0.03,0.03,brick_wall_rough,0.03,0.03,0.03,0.04,0.05,0.07,perforated_veneered_chipboard,0.41,0.67,0.58,0.59,0.68,0.35,6.018067011745082,5.818026720808046,3.773516695566231,4.762837887145218,0.8333192780656402,0.8814767782324215,4.935937640012211,3.5716911610901567,1.4845319570818418
10832,./data/rir_clips/rir_room_train_10832.wav,acoustical_plaster_25mm,0.17,0.36,0.66,0.65,0.62,0.68,lead_glazing,0.3,0.2,0.14,0.1,0.05,0.05,blinds_open,0.03,0.06,0.13,0.28,0.49,0.56,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,1.776982743731108,8.919220372937385,2.688678467346834,0.5097455797212094,5.971404379119801,1.8726277600765235,1.1286338194273966,4.022665403845419,1.899387558749441
1075,./data/rir_clips/rir_room_train_1075.wav,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,facing_brick,0.04,0.14,0.49,0.35,0.31,0.36,carpet_hairy,0.11,0.14,0.37,0.43,0.27,0.25,16.88179792620994,4.163693813535828,3.322301996095325,3.035896821945319,0.6273253733903634,0.5118277134300112,7.885765990144733,0.6695020650679673,1.2983209718886368
1115,./data/rir_clips/rir_room_train_1115.wav,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,mineral_wool_50mm_70kgm3,0.7,0.45,0.65,0.6,0.75,0.65,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,16.259756136142535,2.2125850083226832,2.9096714886971213,10.12088357115097,1.3849523165751445,0.8589694058514863,8.686009226826265,0.8766743371529645,1.952967850129616
3936,./data/rir_clips/rir_room_train_3936.wav,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,lead_glazing,0.3,0.2,0.14,0.1,0.05,0.05,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,8.93439857560252,4.635300682915204,2.7015839438830964,2.2529904631792754,1.5998058709689436,1.5609698904887073,6.004541323932233,2.401553138138648,1.12651739169995
3533,./data/rir_clips/rir_room_train_3533.wav,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,mineral_wool_50mm_70kgm3,0.7,0.45,0.65,0.6,0.75,0.65,concrete_floor,0.01,0.03,0.05,0.02,0.02,0.02,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,18.20494508774365,3.0027482692844574,3.1734915115889706,12.225348763638356,1.3813897894486225,2.432933432761679,7.704593376116265,1.142640072435516,2.518694643746012
6505,./data/rir_clips/rir_room_train_6505.wav,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,ceiling_fibre_abosrber,0.48,0.97,1.0,0.97,1.0,1.0,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,1.978896290187741,5.652451827841974,3.488786372377961,0.8163160951518216,0.9961061962670532,1.058344828233654,0.8688990507107436,4.499813878079095,1.3623472569426034
460,./data/rir_clips/rir_room_train_460.wav,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,concrete_floor,0.01,0.03,0.05,0.02,0.02,0.02,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,13.820139830766948,3.113817977187984,2.526486271999964,6.618266843780387,2.2846929989414297,1.1513477884908827,11.668434720703692,1.758976844740464,1.980253181522564
3032,./data/rir_clips/rir_room_train_3032.wav,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,18.678106842281085,5.416377808202429,3.980153629899658,17.323351812508758,1.542219304799581,0.6315739349404051,1.585177312401088,0.8089244029008109,3.479512444341928
4207,./data/rir_clips/rir_room_train_4207.wav,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,rockwool_50mm_80kgm3,0.22,0.6,0.92,0.9,0.88,0.88,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,5.649579236354151,1.5605057889634968,3.314500774220014,4.173149406466813,0.9217534020778028,2.5079639408550305,4.235543404034842,0.7865706832650403,0.603948541257541
10723,./data/rir_clips/rir_room_train_10723.wav,blinds_open,0.03,0.06,0.13,0.28,0.49,0.56,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,lead_glazing,0.3,0.2,0.14,0.1,0.05,0.05,acoustical_plaster_25mm,0.17,0.36,0.66,0.65,0.62,0.68,13.037641409991258,9.873929337568748,3.790137254815104,12.008650435067535,3.769113483596549,1.1329889723889504,10.044933286579612,6.029859625272955,1.9588251176750808
